,"Alcoa Power Generating, Inc. - Yadkin Division","Associated Electric Cooperative, Inc.",City of Homestead,City of Tallahassee,Duke Energy Carolinas,"Duke Energy Florida, Inc.",Duke Energy Progress East,Duke Energy Progress West,"Electric Energy, Inc.",Florida Municipal Power Pool,Florida Power & Light Co.,Gainesville Regional Utilities,"Gridforce Energy Management, LLC",ISO New England,JEA,Louisville Gas and Electric Company and Kentucky Utilities Company,"Midcontinent Independent System Operator, Inc.",Utilities Commission of New Smyrna Beach,New York Independent System Operator,NorthWestern Corporation,Ohio Valley Electric Corporation,"PJM Interconnection, LLC",PowerSouth Energy Cooperative,Public Service Company of New Mexico,Seminole Electric Cooperative,"Dominion Energy South Carolina, Inc.",South Carolina Public Service Authority,Southeastern Power Administration,"Southern Company Services, Inc. - Trans",Southwest Power Pool,Southwestern Power Administration,Tampa Electric Company,Tennessee Valley Authority,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration - Upper Great Plains West,New Brunswick System Operator,"Electric Reliability Council of Texas, Inc."
15,4.182659931590926,4.002869691376634,4.230743548409951,3.907303935282304,4.130221798060161,4.072964875520595,4.255904353546167,4.08721737839562,4.053458461071689,4.163684810269297,4.163684810269297,4.163684810269297,4.20421208191236,7.328578455699112,3.9349040189862974,4.089205037642929,3.681006155628359,4.127387339369746,5.293816003755705,4.345192254284914,4.0654052424813205,3.7025360895204966,3.76734534859764,4.2388335366943695,4.067977364497806,4.1458587639816615,4.1458587639816615,3.816841139062455,3.58,4.107437634017948,4.044045630580516,4.121345622384703,3.998556542599825,4.240994315808301,4.329321532561195,6.084446368137856,4.170937459075575
16,4.182659931590926,4.002869691376634,4.230743548409951,3.907303935282304,4.130221798060161,4.072964875520595,4.255904353546167,4.08721737839562,4.053458461071689,4.163684810269297,4.163684810269297,4.163684810269297,4.20421208191236,7.328578455699112,3.9349040189862974,4.089205037642929,3.681006155628359,4.127387339369746,5.293816003755705,4.345192254284914,4.0654052424813205,3.7025360895204966,3.76734534859764,4.2388335366943695,4.067977364497806,4.1458587639816615,4.1458587639816615,3.816841139062455,3.58,4.107437634017948,4.044045630580516,4.121345622384703,3.998556542599825,4.240994315808301,4.329321532561195,6.084446368137856,4.170937459075575
17,3.9602746939539015,3.811967054095976,4.01651847204401,3.723303333460896,3.9140928828575454,3.872699986873772,4.029373664487044,3.875409942426857,3.852689647059631,3.955134502426749,3.955134502426749,3.955134502426749,3.994459951130056,6.895040936254504,3.7480037618220727,3.87766540421656,3.5273894358594045,3.921707270933641,4.994405111301023,4.12387942637298,3.8406335448931066,3.477369523330112,3.597702421825571,4.02611373066024,3.868168594570641,3.9330313458686743,3.9330313458686743,3.6420382181036617,3.43,3.907548980801228,3.846279492435961,3.9167467204240345,3.802447938934219,4.028693056791968,4.109439314016095,5.73527244340566,3.9634655960667073
18,3.9602746939539015,3.811967054095976,4.01651847204401,3.723303333460896,3.9140928828575454,3.872699986873772,4.029373664487044,3.875409942426857,3.852689647059631,3.955134502426749,3.955134502426749,3.955134502426749,3.994459951130056,6.895040936254504,3.7480037618220727,3.87766540421656,3.5273894358594045,3.921707270933641,4.994405111301023,4.12387942637298,3.8406335448931066,3.477369523330112,3.597702421825571,4.02611373066024,3.868168594570641,3.9330313458686743,3.9330313458686743,3.6420382181036617,3.43,3.907548980801228,3.846279492435961,3.9167467204240345,3.802447938934219,4.028693056791968,4.109439314016095,5.73527244340566,3.9634655960667073
19,3.9602746939539015,3.811967054095976,4.01651847204401,3.723303333460896,3.9140928828575454,3.872699986873772,4.029373664487044,3.875409942426857,3.852689647059631,3.955134502426749,3.955134502426749,3.955134502426749,3.994459951130056,6.895040936254504,3.7480037618220727,3.87766540421656,3.5273894358594045,3.921707270933641,4.994405111301023,4.12387942637298,3.8406335448931066,3.477369523330112,3.597702421825571,4.02611373066024,3.868168594570641,3.9330313458686743,3.9330313458686743,3.6420382181036617,3.43,3.907548980801228,3.846279492435961,3.9167467204240345,3.802447938934219,4.028693056791968,4.109439314016095,5.73527244340566,3.9634655960667073
20,3.9602746939539015,3.811967054095976,4.01651847204401,3.723303333460896,3.9140928828575454,3.872699986873772,4.029373664487044,3.875409942426857,3.852689647059631,3.955134502426749,3.955134502426749,3.955134502426749,3.994459951130056,6.895040936254504,3.7480037618220727,3.87766540421656,3.5273894358594045,3.921707270933641,4.994405111301023,4.12387942637298,3.8406335448931066,3.477369523330112,3.597702421825571,4.02611373066024,3.868168594570641,3.9330313458686743,3.9330313458686743,3.6420382181036617,3.43,3.907548980801228,3.846279492435961,3.9167467204240345,3.802447938934219,4.028693056791968,4.109439314016095,5.73527244340566,3.9634655960667073
21,3.9602746939539015,3.811967054095976,4.01651847204401,3.723303333460896,3.9140928828575454,3.872699986873772,4.029373664487044,3.875409942426857,3.852689647059631,3.955134502426749,3.955134502426749,3.955134502426749,3.994459951130056,6.895040936254504,3.7480037618220727,3.87766540421656,3.5273894358594045,3.921707270933641,4.994405111301023,4.12387942637298,3.8406335448931066,3.477369523330112,3.597702421825571,4.02611373066024,3.868168594570641,3.9330313458686743,3.9330313458686743,3.6420382181036617,3.43,3.907548980801228,3.846279492435961,3.9167467204240345,3.802447938934219,4.028693056791968,4.109439314016095,5.73527244340566,3.9634655960667073
22,3.515504218679852,3.430161779534661,3.588068319312126,3.35530212981808,3.4818350524523174,3.472170209580125,3.576312286368797,3.451795070489331,3.4511520190355123,3.538033886741649,3.538033886741649,3.538033886741649,3.574955689565446,6.027965897365287,3.37420324749362,3.45458613736382,3.220155996321496,3.5103471340614303,4.39558332639166,3.681253770549111,3.3910901497166788,3.0270363909493425,3.258416568281433,3.600674118591982,3.4685510547163103,3.5073765096427,3.5073765096427,3.292432376186076,3.13,3.507771674367789,3.4507472161468487,3.507548916502698,3.410230731603008,3.604090538759301,3.669674876925897,5.036924593941267,3.548521870048971
23,3.515504218679852,3.430161779534661,3.588068319312126,3.35530212981808,3.4818350524523174,3.472170209580125,3.576312286368797,3.451795070489331,3.4511520190355123,3.538033886741649,3.538033886741649,3.538033886741649,3.574955689565446,6.027965897365287,3.37420324749362,3.45458613736382,3.220155996321496,3.5103471340614303,4.39558332639166,3.681253770549111,3.3910901497166788,3.0270363909493425,3.258416568281433,3.600674118591982,3.4685510547163103,3.5073765096427,3.5073765096427,3.292432376186076,3.13,3.507771674367789,3.4507472161468487,3.507548916502698,3.410230731603008,3.604090538759301,3.669674876925897,5.036924593941267,3.548521870048971
24,3.4265501236250424,3.353800724622398,3.5023782887657493,3.281701889089517,3.395383486371272,3.392064254121395,3.485700010745147,3.367072096101825,3.3708444934306887,3.4546137636046303,3.4546137636046303,3.4546137636046303,3.4910548372525256,5.854550889587444,3.2994431446279293,3.369970283993272,3.1587093084139144,3.428075106686988,4.275818969409787,3.5927286393843376,3.3011814706813927,2.9369697644731887,3.190559397572605,3.5155861961783303,3.388627546745444,3.422245542397505,3.422245542397505,3.222511207802559,3.07,3.4278162130811016,3.371640760889026,3.425709355718431,3.3317872901367656,3.5191700351527686,3.5817219895078574,4.897255024048388,3.4655331248454244
25,3.416666335285619,3.34531616296548,3.492857174260596,3.273524084564121,3.385777756806711,3.383163592403758,3.4756319801202973,3.357658432280992,3.361921435030153,3.4453448610338504,3.4453448610338504,3.4453448610338504,3.481732520328867,5.835282555389907,3.291136466531741,3.360568522507655,3.151881898646405,3.41893377031205,4.262511818634024,3.5828925136993632,3.2911916174552505,2.926962361531394,3.183019711938292,3.5061319825768136,3.379747156970904,3.412786546036928,3.412786546036928,3.2147421890932795,3.063333333333333,3.4189322729381364,3.362851154749268,3.4166160711868456,3.323071352196072,3.509734423640932,3.5719494464614083,4.88173618294918,3.4563121531561407
26,3.436433911964465,3.362285286279316,3.5118994032709017,3.289879693614913,3.4049892159358324,3.400964915839032,3.4957680413699967,3.3764857599226588,3.3797675518312245,3.46388266617541,3.46388266617541,3.46388266617541,3.5003771541761832,5.873819223784982,3.3077498227241167,3.3793720454788883,3.165536718181423,3.4372164430619256,4.28912612018555,3.602564765069313,3.311171323907536,2.946977167414983,3.19809908320692,3.5250404097798467,3.3975079365199847,3.4317045387580825,3.4317045387580825,3.230280226511838,3.076666666666666,3.4367001532240664,3.380430367028784,3.434802640250016,3.3405032280774587,3.5286056466646047,3.591494532554306,4.912773865147597,3.4747540965347063
27,3.3968987586067723,3.328347039651644,3.47381494525029,3.257168475513329,3.36656629767759,3.365362268968485,3.4554959188705974,3.338831104639324,3.344075318229081,3.42680705589229,3.42680705589229,3.42680705589229,3.463087886481551,5.79674588699483,3.274523110339366,3.3417649995364225,3.138227079111387,3.400651097562174,4.235897517082496,3.5632202623294136,3.271211911002965,2.9069475556478044,3.167940340669664,3.48722355537378,3.361986377421822,3.393868553315774,3.393868553315774,3.19920415167472,3.05,3.401164392652205,3.345271942469752,3.3984295021236752,3.305639476314685,3.490863200617257,3.5524043603685103,4.850698500750762,3.437870209777575
28,3.233816251006288,3.1883517723124952,3.3167165559152663,3.122234700844297,3.20807175986234,3.218501350627481,3.2893734135605737,3.1835056515955644,3.196844854620238,3.273870163474421,3.273870163474421,3.273870163474421,3.3092696572411957,5.478818372735451,3.1374629217522667,3.186635935023751,3.025574817947488,3.2498190473756967,4.016329529282396,3.4009241885273283,3.106379332771608,2.741825407108189,3.04353552770348,3.331229030948752,3.2154599461419013,3.23779511336625,3.23779511336625,3.071015342971606,2.94,3.2545793802932788,3.2002434411637446,3.2483903073525187,3.1618265002932406,3.335175610671947,3.3911574001021045,4.594637622613818,3.285724176904405
29,3.3227703460610973,3.2647128272247583,3.4024065864616437,3.19583494157286,3.294523325943385,3.298607306086211,3.379985689184223,3.26822862598307,3.2771523802250613,3.3572902866114407,3.3572902866114407,3.3572902866114407,3.3931705095541167,5.652233380513295,3.2122230246179573,3.2712517883942995,3.087021505855069,3.332091074750139,4.13609388626427,3.4894493196921026,3.1962880118068937,2.8318920335843427,3.1113926984123075,3.416316953362404,3.295383454112768,3.3229260806114453,3.3229260806114453,3.140936511355122,3.0,3.334534841579966,3.279349896421567,3.3302298681367857,3.240269941759483,3.42009611427848,3.479110287520145,4.734307192506697,3.3687129221079526
30,3.055908060896668,3.0356296624879686,3.145336494822513,2.975034219387171,3.0351686277002483,3.0582894397100224,3.108148862313276,3.014059702820555,3.036229803410591,3.107029917200382,3.107029917200382,3.107029917200382,3.141467952615352,5.1319883571797655,2.987942716020886,3.0174042282826554,2.902681442132324,3.085274992626813,3.7768008153186514,3.223873926197781,2.926561974701037,2.5616921541558813,2.907821186285825,3.161053186121449,3.0556129302001693,3.06753317887586,3.06753317887586,2.9311730062045718,2.82,3.094668457719903,3.0420305306480997,3.084711185783984,3.0049396173607565,3.1653346034588807,3.215251625266025,4.315298482828061,3.119746686497311
31,2.877999870787049,2.882907552663444,2.9739564337297604,2.827833737930045,2.862265495538158,2.898077528792564,2.926924311065977,2.844613754045545,2.875614752200944,2.940189670926343,2.940189670926343,2.940189670926343,2.973666247989509,4.78515834162408,2.8384225102895058,2.84817252154156,2.779788066317161,2.92073093787793,3.5372721013549078,3.046823663868234,2.7467446166304668,2.3815589012035745,2.7721068448681705,2.9908773412941465,2.8957659142584378,2.897271244385471,2.897271244385471,2.791330669437537,2.7,2.9347575351465283,2.8838176201324552,2.92103206421545,2.848052734428272,2.9954935962458147,3.039345850429946,4.035959343042306,2.9537691960902173
32,2.8137552465807976,2.8277579018934755,2.9120691894462665,2.774678008514972,2.799828253368513,2.8402232276279262,2.8614821120044525,2.783424939210125,2.8176148725974604,2.8799418042162737,2.8799418042162737,2.8799418042162737,2.9130711879857323,4.659914169340082,2.784429102664285,2.787061071885053,2.735409902828352,2.8613122514408325,3.4507756213124434,2.9828888469158974,2.6818105706605384,2.316510782081908,2.7230988882451284,2.929424952884287,2.838043380723924,2.8357877680417194,2.8357877680417194,2.7408320478272192,2.6566666666666667,2.877011924217254,2.826685180224028,2.8619257147601456,2.791399137813764,2.934162121418874,2.975824320628029,3.935086875897448,2.8938328801098776
33,2.942244494993301,2.938057203433412,3.0358436780132547,2.880989467345118,2.9247027377078023,2.955931829957202,2.992366510127502,2.905802568880966,2.933614631804428,3.0004375376364134,3.0004375376364134,3.0004375376364134,3.0342613079932863,4.910402513908078,2.892415917914727,2.909283971198068,2.82416622980597,2.9801496243150263,3.6237685813973712,3.110758480820571,2.811678662600396,2.4466070203252417,2.8211148014912126,3.052329729704006,2.953488447792952,2.9587547207292237,2.9587547207292237,2.8418292910478558,2.7433333333333336,2.9925031460758027,2.940950060040883,2.9801384136707543,2.9047063310427808,3.056825071072756,3.102867380231864,4.136831810187163,3.0137055120705574
34,2.685265998168294,2.71745860035354,2.788294700879277,2.668366549684825,2.674953769029225,2.7245146252986503,2.7305977138814037,2.6610473095392835,2.701615113390493,2.759446070796134,2.759446070796134,2.759446070796134,2.7918810679781787,4.409425824772086,2.6764422874138427,2.66483817257204,2.646653575850734,2.7424748785666377,3.277782661227516,2.855019213011224,2.5519424787206813,2.1864145438385743,2.625082974999044,2.806520176064568,2.722598313654894,2.712820815354215,2.712820815354215,2.639834804606583,2.57,2.7615207023587045,2.712420300407173,2.7437130158495373,2.678091944584746,2.8114991717649924,2.8487812610241936,3.733341941607735,2.7739602481491983
35,2.6407889506408897,2.6792780728974086,2.745449685606089,2.631566429320544,2.631727985988703,2.684461647569286,2.685291576069579,2.618685822345532,2.661461350588081,2.7177360092276244,2.7177360092276244,2.7177360092276244,2.749930641821718,4.322718320883165,2.639062235980997,2.622530245886766,2.615930231896943,2.701338864879417,3.21790048273658,2.8107566474288377,2.506988139203039,2.141381230600498,2.5911543896446307,2.763976214857742,2.682636559669461,2.670255331731618,2.670255331731618,2.6048742204148247,2.54,2.721542971715361,2.672867072778262,2.702793235457404,2.638870223851626,2.769038919961726,2.804804817315174,3.663507156661297,2.732465875547425
36,2.7000916806774296,2.7301854428389176,2.802576372637007,2.680633256472919,2.689362363376066,2.737865617875105,2.7456997598186788,2.6751678052705348,2.7149997009912967,2.773349424652304,2.773349424652304,2.773349424652304,2.8058645433636658,4.438328326068394,2.688902304558125,2.6789408148004648,2.6568946905019977,2.756186883129045,3.2977433873911624,2.869773401538687,2.566927258559896,2.201425648251267,2.636392503450516,2.820701496466843,2.7359188983167053,2.7270093098950814,2.7270093098950814,2.651488332670503,2.58,2.7748466125731523,2.725604709616811,2.757352942646915,2.6911658514957875,2.825652589032748,2.863440075593867,3.756620203256548,2.787791705683123
37,2.7593944107139694,2.781092812780426,2.859703059667925,2.7297000836252945,2.74699674076343,2.791269588180925,2.806107943567778,2.731649788195538,2.7685380513945126,2.828962840076984,2.828962840076984,2.828962840076984,2.861798444905614,4.553938331253622,2.738742373135252,2.735351383714163,2.6978591491070523,2.8110349013786733,3.377586292045744,2.928790155648536,2.6268663779167527,2.2614700659020364,2.681630617256401,2.877426778075944,2.7892012369639496,2.783763288058545,2.783763288058545,2.698102444926181,2.62,2.8281502534309446,2.778342346455359,2.811912649836427,2.743461479139949,2.882266258103771,2.92207533387256,3.849733249851801,2.843117535818821
38,2.779161987392816,2.7980619360942622,2.8787452886782305,2.7460556926760864,2.766208199892551,2.809070911616198,2.826244004817478,2.7504771158372057,2.786384168195584,2.847500645218544,2.847500645218544,2.847500645218544,2.880443078752929,4.592474999648698,2.7553557293276274,2.754154906685396,2.71151396864207,2.829317574128549,3.4042005935972703,2.9484624070184853,2.6468460843690385,2.2814848717856258,2.6967099885250287,2.896335205278977,2.8069620165130305,2.802681280779699,2.802681280779699,2.71364048234474,2.6333333333333333,2.845918133716875,2.7959215587348747,2.8300992188995973,2.760893355021336,2.901137481127444,2.941620419965457,3.880770932050218,2.8615594791973877
39,2.739626834035122,2.7641236894665897,2.840660830657619,2.7133444745745026,2.7277852816343087,2.7734682647456514,2.7859718823180786,2.71282246055387,2.75069193459344,2.810425034935424,2.810425034935424,2.810425034935424,2.843153811058298,4.515401662858546,2.722129016942876,2.71654786074293,2.684204329572034,2.792752228628797,3.3509719904942163,2.909117904278586,2.606886671464467,2.241455260018446,2.666551245987772,2.85851835087291,2.771440457414868,2.7648452953373903,2.7648452953373903,2.6825644075076216,2.6066666666666665,2.810382373145014,2.7607631341758427,2.793726080773256,2.726029603258562,2.863395035080096,2.9025302477796626,3.818695567653383,2.824675592440255
40,2.8186971407505093,2.832000182721935,2.9168297466988427,2.77876691077767,2.8046311181507937,2.8446735584867446,2.8665161273168778,2.7881317711205416,2.822076401797728,2.8845762555016634,2.8845762555016634,2.8845762555016634,2.9177323464475613,4.669548336438852,2.7885824417123786,2.7917619526278616,2.738823607712107,2.8658829196283016,3.457429196700325,2.987806909758385,2.68680549727361,2.321514483552805,2.726868731062285,2.934152059685045,2.842483575611194,2.840517266222008,2.840517266222008,2.7447165571818597,2.66,2.881453894288737,2.8310799832939075,2.8664723570259385,2.7957571067841105,2.938879927174793,2.9807105921512536,3.942846296447053,2.8984433659545195
41,2.966953965841858,2.959268607575706,3.0596464642761365,2.901433978658608,2.948717061619203,2.9781834842512933,3.017536586689625,2.9293367284330496,2.955922277805767,3.023609794063362,3.023609794063362,3.023609794063362,3.05756710030243,4.958573349401922,2.9131826131551954,2.932788374912108,2.8412347542247423,3.003002965252371,3.6570364583367785,3.1353487950330075,2.836653295665751,2.4716255276797274,2.839964015576997,3.075965263707797,2.975689422229303,2.982402211630665,2.982402211630665,2.8612518378210536,2.76,3.0147129964332158,2.962924075390277,3.0028716249997167,2.926496175894514,3.0804140998523475,3.127298737847985,4.175628912935183,3.036757941293764
