,"Alcoa Power Generating, Inc. - Yadkin Division","Associated Electric Cooperative, Inc.",City of Homestead,City of Tallahassee,Duke Energy Carolinas,"Duke Energy Florida, Inc.",Duke Energy Progress East,Duke Energy Progress West,"Electric Energy, Inc.",Florida Municipal Power Pool,Florida Power & Light Co.,Gainesville Regional Utilities,"Gridforce Energy Management, LLC",ISO New England,JEA,Louisville Gas and Electric Company and Kentucky Utilities Company,"Midcontinent Independent System Operator, Inc.",Utilities Commission of New Smyrna Beach,New York Independent System Operator,NorthWestern Corporation,Ohio Valley Electric Corporation,"PJM Interconnection, LLC",PowerSouth Energy Cooperative,Public Service Company of New Mexico,Seminole Electric Cooperative,"Dominion Energy South Carolina, Inc.",South Carolina Public Service Authority,Southeastern Power Administration,"Southern Company Services, Inc. - Trans",Southwest Power Pool,Southwestern Power Administration,Tampa Electric Company,Tennessee Valley Authority,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration - Upper Great Plains West,New Brunswick System Operator,"Electric Reliability Council of Texas, Inc."
0,3.693412408789472,3.582883889359187,3.759448380404879,3.5025026112752062,3.654738184614409,3.6323821204975832,3.757536837616096,3.621241019264341,3.61176707024516,3.704874133015689,3.704874133015689,3.704874133015689,3.74275739419129,6.374795912920974,3.523723453225001,3.623817844104916,3.3430493721366594,3.674891188810314,4.635112040355405,3.8583040328786575,3.5709075077872496,3.20716964390165,3.394130909699088,3.770849963419285,3.6283980706580423,3.6776384441330894,3.6776384441330894,3.4322747129531104,3.25,3.6676825969411646,3.6089601266624936,3.671228038071233,3.5671176145354924,3.773931545972368,3.845580651761976,5.316263733727023,3.7144993604560654
1,3.693412408789472,3.582883889359187,3.759448380404879,3.5025026112752062,3.654738184614409,3.6323821204975832,3.757536837616096,3.621241019264341,3.61176707024516,3.704874133015689,3.704874133015689,3.704874133015689,3.74275739419129,6.374795912920974,3.523723453225001,3.623817844104916,3.3430493721366594,3.674891188810314,4.635112040355405,3.8583040328786575,3.5709075077872496,3.20716964390165,3.394130909699088,3.770849963419285,3.6283980706580423,3.6776384441330894,3.6776384441330894,3.4322747129531104,3.25,3.6676825969411646,3.6089601266624936,3.671228038071233,3.5671176145354924,3.773931545972368,3.845580651761976,5.316263733727023,3.7144993604560654
2,2.907651235805319,2.908361237634198,3.0025197772452192,2.852367151506233,2.89108268423184,2.924779513945474,2.957128402940527,2.872854745508046,2.902383927402552,2.967996378638684,2.967996378638684,2.967996378638684,3.0016331987604827,4.842963344216694,2.863342544578069,2.87637780599841,2.8002702956196885,2.9481549470027435,3.577193553682198,3.076332040923159,2.7767141763088947,2.411581110028959,2.794725901771113,3.019239982098697,2.92240708358206,2.9256482334672027,2.9256482334672027,2.814637725565376,2.72,2.961409355575424,2.910186438551729,2.948311917810205,2.8742005482503528,3.0238004307813258,3.068663479569293,4.082515866339932,2.9814321111580666
3,3.026256695878398,3.010175977517215,3.1167731513070542,2.950500805810983,3.0063514390065667,3.031587454557113,3.0779447704387257,2.985818711358053,3.009460628208983,3.0792232094880423,3.0792232094880423,3.0792232094880423,3.113501001844378,5.074183354587151,2.963022681732322,2.989198943825807,2.882199212829797,3.057850983501999,3.7368793629913606,3.1943655491428564,2.8965924150226083,2.531669945330497,2.8852021293828827,3.132690545316898,3.0289717608765474,3.039156189794129,3.039156189794129,2.907865950076732,2.8,3.068016637291008,3.015661712228826,3.0574313321892284,2.978791803538676,3.137027768923369,3.185933996126679,4.268741959530436,3.0920837714294627
4,2.9966053308601284,2.9847222925464605,3.088209807791596,2.925967392234796,2.977534250312885,3.0048854694042038,3.047740678564176,2.9575777198955517,2.982691453007375,3.0514165017757025,3.0514165017757025,3.0514165017757025,3.0855340510734046,5.016378351994537,2.9381026474437597,2.9609936593689574,2.8617169835272698,3.030426974377185,3.69695791066407,3.1648571720879324,2.866622855344181,2.5016477365051126,2.86258307247994,3.104327904512348,3.002330591552925,3.010779200712397,3.010779200712397,2.8845588939488933,2.78,3.041364816862111,2.9892928938095515,3.0301514785944725,2.9526439897165946,3.1087209343878586,3.1566163669873326,4.2221854362328095,3.064420856361613
5,3.055908060896668,3.035629662487968,3.1453364948225127,2.9750342193871706,3.0351686277002483,3.0582894397100224,3.108148862313275,3.0140597028205542,3.0362298034105897,3.107029917200381,3.107029917200381,3.107029917200381,3.1414679526153515,5.131988357179764,2.9879427160208856,3.017404228282655,2.9026814421323235,3.0852749926268124,3.7768008153186505,3.2238739261977805,2.9265619747010367,2.5616921541558813,2.9078211862858243,3.161053186121448,3.0556129302001684,3.0675331788758595,3.0675331788758595,2.9311730062045704,2.8199999999999994,3.094668457719903,3.0420305306480997,3.0847111857839837,3.004939617360756,3.16533460345888,3.2152516252660246,4.3152984828280605,3.1197466864973107
6,2.9373026008235894,2.933814922604953,3.0310831207606785,2.876900565082421,2.919899872925522,2.951481499098384,2.9873324948150777,2.901095736970549,2.92915310260416,2.995803086351024,2.995803086351024,2.995803086351024,3.0296001495314577,4.9007683468093095,2.888262578866633,2.904583090455259,2.820752524922216,2.9755789561275576,3.617115006009489,3.105840417978084,2.8066837359873245,2.441603318854344,2.817344958674056,3.047602622903248,2.9490482529056816,2.9540252225489345,2.9540252225489345,2.8379447816932157,2.74,2.9880611760043205,2.936555256971004,2.975591771404962,2.900348362072434,3.052107265316837,3.09798110870864,4.129072389637559,3.009095026225916
7,3.1596878384606133,3.12471755988561,3.24530819712662,3.060901166903828,3.136028788128136,3.151746387745208,3.2138631838742,3.112903172939311,3.129921916616219,3.204353394193572,3.204353394193572,3.204353394193572,3.239352280313761,5.334305866253916,3.0751628360308585,3.1161227238816287,2.97436924469117,3.1812590245636625,3.91652589846417,3.3271532458900173,3.031455433575537,2.666769885044728,2.986987885446124,3.260322428937376,3.1488570228328467,3.1668526406619213,3.1668526406619213,3.012747702652008,2.89,3.187949829221039,3.13432139511556,3.1801906733656296,3.09645696573804,3.2644085243331697,3.317863327253739,4.478246314369754,3.2165668892347834
8,3.204164885988018,3.162898087341741,3.2881532123998074,3.0977012872681096,3.179254571168658,3.191799365474572,3.259169321686024,3.155264660133063,3.1700756794186296,3.2460634557620813,3.2460634557620813,3.2460634557620813,3.281302706470221,5.421013370142837,3.112542887463704,3.158430650566902,3.00509258864496,3.222395038250883,3.9764080769551056,3.371415811472404,3.07640977309318,2.7118031982828046,3.0209164708005374,3.302866390144201,3.1888187768182794,3.209418124284518,3.209418124284518,3.0477082868437666,2.92,3.227927559864382,3.1738746227444707,3.2211104537577624,3.1356786864711603,3.306868776136436,3.361839770962758,4.548081099316192,3.2580612618365565
9,3.2486419335154237,3.201078614797873,3.330998227672996,3.134501407632391,3.222480354209181,3.231852343203937,3.304475459497849,3.197626147326816,3.210229442221042,3.2877735173305918,3.2877735173305918,3.2877735173305918,3.3232531326266823,5.507720874031759,3.149922938896549,3.2007385772521766,3.0358159325987515,3.263531051938105,4.036290255446042,3.415678377054791,3.1213641126108227,2.756836511520882,3.054845056154951,3.345410351351028,3.228780530803713,3.251983607907116,3.251983607907116,3.082668871035525,2.95,3.2679052905077266,3.213427850373382,3.262030234149897,3.174900407204281,3.3493290279397026,3.405816214671778,4.617915884262632,3.29955563443833
10,3.2486419335154237,3.201078614797873,3.330998227672996,3.134501407632391,3.222480354209181,3.231852343203937,3.304475459497849,3.197626147326816,3.210229442221042,3.2877735173305918,3.2877735173305918,3.2877735173305918,3.3232531326266823,5.507720874031759,3.149922938896549,3.2007385772521766,3.0358159325987515,3.263531051938105,4.036290255446042,3.415678377054791,3.1213641126108227,2.756836511520882,3.054845056154951,3.345410351351028,3.228780530803713,3.251983607907116,3.251983607907116,3.082668871035525,2.95,3.2679052905077266,3.213427850373382,3.262030234149897,3.174900407204281,3.3493290279397026,3.405816214671778,4.617915884262632,3.29955563443833
11,3.4512595944736013,3.3750121287646944,3.5261810750286324,3.302146400403008,3.4193978102826743,3.4143159084154875,3.510870087307273,3.3906062556539114,3.393152139432029,3.477786020031581,3.477786020031581,3.477786020031581,3.514360629561671,5.902721725081292,3.3202098398684,3.3934746877073136,3.175777832832688,3.4509284476243343,4.309086846349198,3.617318953596776,3.3261561037467517,2.961988271827677,3.209408611658392,3.539221730182123,3.410828521181797,3.445893033298949,3.445893033298949,3.2419337545757587,3.086666666666667,3.450026063438516,3.393614776238422,3.448442567047395,3.3535771349885,3.542759063932362,3.60615334712398,4.936052126796412,3.4885855540686324
12,3.046024272557246,3.027145100831052,3.1358153803173616,2.966856414861776,3.025562898135689,3.0493887779923874,3.098080831688427,3.004646038999722,3.027306745010056,3.0977610146296035,3.0977610146296035,3.0977610146296035,3.1321456356916952,5.11272002298223,2.979636037924699,3.0080024667970404,2.895854032364816,3.0761336562518764,3.7634936645428896,3.2140378005128074,2.916572121474896,2.551684751214088,2.900281500651512,3.1515989725199334,3.04673254042563,3.058074182515284,3.058074182515284,2.923403987495292,2.813333333333334,3.085784517576939,3.033240924508343,3.0756179012524,2.996223679420064,3.155898991947045,3.205479082219578,4.299779641728856,3.1105257148080296
13,3.856494916389957,3.722879156698336,3.9165467697399032,3.637436385944239,3.8132327224296594,3.779243038838588,3.9236593429261193,3.7765664723081,3.7589975338540023,3.8578110254335582,3.8578110254335582,3.8578110254335582,3.896575623431647,6.692723427180353,3.6607836418121,3.778946908617587,3.455701633300559,3.8257232389967912,4.854680028155505,4.020600106680744,3.735740086018607,3.3722917924412656,3.518535722665272,3.926844487844313,3.774924501937964,3.833711884082614,3.833711884082614,3.5604635216562253,3.36,3.814267609300092,3.753988627968501,3.8212672328423887,3.710930590556937,3.929619135917679,4.006827612028383,5.572324611863968,3.866645393329235
14,4.123357201554386,3.951962321435125,4.173616861379033,3.858237108129928,4.0725874206727966,4.019560905214776,4.195496169797067,4.030735395470616,3.9999201106684734,4.108071394844617,4.108071394844617,4.108071394844617,4.148278180370411,7.212968450513883,3.885063950409172,4.032794468729231,3.640041697023304,4.072539321120118,5.213973099101123,4.286175500175065,4.005466123124463,3.642491671869727,3.7221072347917534,4.182108255085268,4.014695025850562,4.089104785818199,4.089104785818199,3.770227026806777,3.54,4.054133993160155,3.991307993741968,4.066785915195191,3.946260914955664,4.184380646737279,4.270686274282502,5.991333321542603,4.1156116289398765
