,YAD,AECI,HST,TAL,DUK,FPC,CPLE,CPLW,EEI,FMPP,FPL,GVL,GRID,ISNE,JEA,LGEE,MISO,NSB,NYIS,NWMT,OVEC,PJM,AEC,PNM,SEC,SCEG,SC,SEPA,SOCO,SWPP,SPA,TEC,TVA,WACM,WAUW,NBSO,ERCO
2019-01-01 22:00:00,0,3569.55,0,281.7,11168.69,5710.08,6168.62,0,0,1931.36,13391.27,214.01,0,15668.36,1346.08,4061.83,81738.57,0,19568.9,0,0,90334.63,0,0,0,2517.07,2278.91,0,23522.03,37530.37,98.02,2350.01,18379.81,0,0,0,0
2019-01-01 23:00:00,0,3439.37,0,256.68,10699.41,5140.27,5913.25,0,0,1786.58,12270.66,196.39,0,14895.46,1249.16,3923.14,79113.27,0,18417.31,0,0,87508.03,0,0,0,2354.62,2103.79,0,22233.98,36276.81,96.73,2164.32,17767.24,0,0,0,0
2019-01-02 00:00:00,0,3298.22,0,238.8,8312.8,4631.7,5645.48,0,0,1648.31,11247.43,179.32,0,14079.92,1153.74,3794.56,76437.78,0,17244.71,0,0,84407.46,0,0,0,2199.65,1979.74,0,21101.95,35033.26,79.09,1994.1,14043.09,0,0,0,0
2019-01-02 01:00:00,0,3179.22,0,223.12,9741.0,4144.07,5372.91,0,0,1516.48,10252.57,163.04,0,13415.95,1063.93,3676.28,73678.69,0,16177.79,0,0,81396.32,0,0,0,2077.24,1891.48,0,20078.85,33879.41,93.37,1831.24,16635.43,0,0,0,0
2019-01-02 02:00:00,0,3102.05,0,208.02,9537.89,3826.22,5210.21,0,0,1402.46,9300.88,150.17,0,13293.36,1005.15,3609.75,71339.0,0,15562.79,0,0,78895.97,0,0,0,1999.88,1835.36,0,19530.22,33007.87,92.35,1699.73,16270.61,0,0,0,0
2019-01-02 03:00:00,0,3132.22,0,201.97,9628.01,3741.76,5284.96,0,0,1354.79,8921.31,147.34,0,13443.53,1013.47,3625.69,70600.44,0,15323.92,0,0,78285.53,0,0,0,1977.72,1876.66,0,19828.57,32598.96,92.69,1660.46,16399.05,0,0,0,0
2019-01-02 04:00:00,0,3181.59,0,208.35,7411.41,3891.97,5569.72,0,0,1367.8,9049.67,151.99,0,13804.58,1044.67,3753.07,71755.75,0,15531.14,0,0,80080.72,0,0,0,2049.37,1946.37,0,20430.64,32656.2,93.8,1697.24,16845.67,0,0,0,0
2019-01-02 05:00:00,0,3231.52,0,217.3,7507.47,4089.81,4018.01,0,0,1398.7,9353.31,157.66,0,14140.85,1088.03,3918.15,73355.47,0,16159.19,0,0,82714.16,0,0,0,2137.52,2025.61,0,21063.09,33129.0,94.92,1743.74,13682.41,0,0,0,0
2019-01-02 06:00:00,0,3280.71,0,222.63,7841.46,4287.45,4166.05,0,0,1450.05,9705.95,163.37,0,11548.87,1137.89,4070.0,74844.1,0,16869.5,0,0,85546.19,0,0,0,2228.19,2093.54,0,21653.47,33771.85,96.46,1798.76,14356.35,0,0,0,0
2019-01-02 07:00:00,0,3332.47,0,227.08,8237.72,4480.97,4372.82,0,0,1505.31,10070.05,168.93,0,11812.9,1183.13,4212.16,76378.17,0,17545.23,0,0,88248.31,0,0,0,2313.74,2151.91,0,22289.52,34451.4,97.94,1853.61,15050.15,0,0,0,0
2019-01-02 08:00:00,0,3386.95,0,238.43,8727.29,4857.9,4629.6,0,0,1666.51,10958.18,176.51,0,12366.2,1271.81,4386.84,77938.49,0,16068.93,0,0,75421.67,0,0,0,2431.91,2239.96,0,23241.19,35146.53,99.44,1988.78,15835.84,0,0,0,0
2019-01-02 09:00:00,0,3469.02,0,250.66,9170.17,5214.71,4922.88,0,0,1770.01,12036.44,185.26,0,13103.59,1301.56,4490.6,80558.89,0,20061.27,0,0,93852.65,0,0,0,2480.43,2273.25,0,24209.37,36052.05,100.71,2089.73,20073.39,0,0,0,0
2019-01-02 10:00:00,0,3465.34,0,262.94,9481.73,5393.91,5240.27,0,0,1856.52,13165.63,187.75,0,16001.27,1282.99,4478.68,83482.59,0,20042.16,0,0,93708.22,0,0,0,2496.54,2260.0,0,24005.74,36804.77,100.68,2196.36,19830.06,0,0,0,0
2019-01-02 11:00:00,0,3339.77,0,273.24,9747.73,5618.42,5440.75,0,0,1941.6,13949.24,191.22,0,15788.4,1305.03,4418.31,83575.05,0,20101.26,0,0,92982.78,0,0,0,2509.0,2238.57,0,23637.9,36322.82,99.19,2311.04,19482.82,0,0,0,0
2019-01-02 12:00:00,0,3232.59,0,281.15,11809.3,5862.81,6385.46,0,0,2016.24,14653.66,200.72,0,15656.51,1364.49,4355.15,83389.75,0,20073.52,0,0,92221.76,0,0,0,2513.43,2226.42,0,23471.55,35582.68,97.18,2439.48,19133.45,0,0,0,0
2019-01-02 13:00:00,0,3151.47,0,293.35,11593.91,6157.8,6310.0,0,0,2085.46,15337.83,213.21,0,15619.82,1399.66,4320.75,83197.43,0,20147.52,0,0,91841.44,0,0,0,2498.63,2214.04,0,23358.13,35060.18,96.33,2542.59,18905.07,0,0,0,0
2019-01-02 14:00:00,0,3085.13,0,306.11,11527.8,6390.1,6273.61,0,0,2141.38,15854.9,222.93,0,15600.81,1414.47,4255.94,82641.56,0,20148.53,0,0,91056.83,0,0,0,2503.72,2208.75,0,23318.9,34424.37,95.02,2629.79,18619.56,0,0,0,0
2019-01-02 15:00:00,0,3031.35,0,312.86,11481.45,6542.75,6289.41,0,0,2179.79,16141.63,230.17,0,15642.17,1415.99,4185.21,82060.48,0,20251.94,0,0,90568.14,0,0,0,2502.54,2217.36,0,23397.23,33772.27,93.85,2687.02,18562.73,0,0,0,0
2019-01-02 16:00:00,0,2985.64,0,311.67,11413.28,6574.18,6275.56,0,0,2198.78,16227.02,233.4,0,16247.36,1400.61,4162.79,81374.2,0,20498.53,0,0,90995.51,0,0,0,2504.71,2232.12,0,23461.48,33176.77,92.48,2720.93,18500.12,0,0,0,0
2019-01-02 17:00:00,0,2959.67,0,300.77,11411.09,6468.75,6355.84,0,0,2172.87,15849.15,227.39,0,16732.26,1380.37,4168.52,80485.94,0,21016.54,0,0,92814.0,0,0,0,2512.78,2266.49,0,23378.47,32745.05,91.11,2710.07,18530.05,0,0,0,0
2019-01-02 18:00:00,0,3025.67,0,279.88,11532.34,6098.98,6406.46,0,0,2083.34,15129.92,217.42,0,16986.7,1376.9,4193.37,80352.45,0,21381.54,0,0,94114.92,0,0,0,2522.34,2336.21,0,23413.99,32687.02,90.92,2600.95,18769.15,0,0,0,0
2019-01-02 19:00:00,0,3177.63,0,324.43,12311.55,6912.08,7337.63,0,0,2388.01,16514.58,260.53,0,18174.63,1603.66,4474.76,83597.44,0,21932.69,0,0,99471.59,0,0,0,2735.76,2560.68,0,24499.28,33380.78,93.79,2961.77,18725.58,0,0,0,0
2019-01-02 20:00:00,0,3245.97,0,301.15,12294.05,6666.73,7002.63,0,0,2246.56,15480.52,247.3,0,17248.04,1513.05,4371.18,83043.13,0,21454.35,0,0,96257.33,0,0,0,2726.93,2502.8,0,24843.38,34128.24,92.65,2761.56,19079.54,0,0,0,0
2019-01-02 21:00:00,0,3308.29,0,291.41,12131.05,6289.73,6615.02,0,0,2104.95,14605.92,235.17,0,16298.63,1418.22,4251.22,82319.52,0,20650.3,0,0,93112.32,0,0,0,2733.97,2407.26,0,24641.84,34776.25,91.35,2566.56,19394.09,0,0,0,0
2019-01-02 22:00:00,0,3232.05,0,271.18,11412.87,5756.45,6267.09,0,0,1959.09,13623.37,217.03,0,15327.46,1325.24,4137.23,79824.88,0,19464.79,0,0,89996.38,0,0,0,2581.31,2284.07,0,23404.61,33934.45,90.06,2381.99,18697.54,0,0,0,0
2019-01-02 23:00:00,0,3116.51,0,249.65,10708.78,5208.53,5943.52,0,0,1816.37,12592.5,197.92,0,14410.32,1236.56,4041.46,77078.11,0,18244.98,0,0,86901.02,0,0,0,2416.36,2170.68,0,22126.8,32722.25,88.76,2171.38,18039.94,0,0,0,0
2019-01-03 00:00:00,0,2997.13,0,228.92,10071.28,4669.21,5626.0,0,0,1672.61,11530.98,181.26,0,13494.96,1133.79,3941.16,74270.63,0,16952.43,0,0,83284.06,0,0,0,2262.81,2066.54,0,20891.09,31546.68,87.46,1971.83,17305.07,0,0,0,0
2019-01-03 01:00:00,0,2881.66,0,212.64,9528.2,4199.33,5368.64,0,0,1544.37,10528.56,163.57,0,12875.21,1037.97,3855.02,71499.61,0,15668.29,0,0,79464.47,0,0,0,2144.6,1967.35,0,19772.15,30371.96,86.0,1853.68,16627.07,0,0,0,0
2019-01-03 02:00:00,0,2809.85,0,199.17,9226.5,3884.31,5203.89,0,0,1439.25,9698.38,152.83,0,12646.25,983.61,3768.47,68659.15,0,14780.64,0,0,76444.0,0,0,0,2088.42,1955.72,0,19270.37,29447.39,85.46,1765.62,16278.9,0,0,0,0
2019-01-03 03:00:00,0,2835.01,0,195.38,9258.18,3704.63,5240.58,0,0,1379.73,9317.13,148.76,0,12781.63,996.1,3767.77,67601.35,0,14469.06,0,0,75084.13,0,0,0,2108.09,1991.0,0,19509.82,29053.17,85.72,1710.71,16270.64,0,0,0,0
2019-01-03 04:00:00,0,2901.58,0,203.89,9471.27,3833.89,5413.9,0,0,1393.59,9427.68,150.54,0,12993.21,1021.76,3913.48,68550.35,0,14757.8,0,0,76827.95,0,0,0,2143.39,2025.64,0,20005.69,29249.1,87.14,1736.13,16737.31,0,0,0,0
2019-01-03 05:00:00,0,2960.89,0,213.68,9938.33,4034.35,5639.2,0,0,1423.27,9697.15,153.23,0,13275.44,1064.21,4086.42,69991.54,0,15312.41,0,0,79186.22,0,0,0,2202.12,2077.29,0,20609.77,29994.14,88.2,1770.98,17191.7,0,0,0,0
2019-01-03 06:00:00,0,3020.8,0,221.18,10397.84,4258.71,5841.34,0,0,1468.37,9998.72,161.8,0,13536.95,1104.32,4254.36,71807.73,0,15908.92,0,0,81657.56,0,0,0,2285.45,2115.48,0,21093.66,30787.01,89.93,1809.58,17577.26,0,0,0,0
2019-01-03 07:00:00,0,3073.31,0,227.18,10858.74,4452.87,6054.69,0,0,1521.84,10360.51,166.87,0,13732.29,1138.02,4420.27,73514.4,0,16420.31,0,0,84115.42,0,0,0,2363.02,2147.52,0,21585.01,31611.7,92.16,1857.96,18075.58,0,0,0,0
2019-01-03 08:00:00,0,3128.56,0,237.79,11337.24,4778.57,6249.65,0,0,1667.98,11200.82,174.81,0,14125.73,1196.41,4572.19,75117.44,0,17482.94,0,0,87150.89,0,0,0,2407.24,2183.09,0,22213.44,32408.59,93.84,1982.87,18539.19,0,0,0,0
2019-01-03 09:00:00,0,3225.43,0,255.71,11702.52,5142.53,6385.87,0,0,1804.02,12560.0,185.03,0,14914.05,1242.23,4694.28,78824.35,0,18865.6,0,0,89867.33,0,0,0,2437.05,2200.96,0,23253.02,33430.73,95.06,2118.92,19393.08,0,0,0,0
2019-01-03 10:00:00,0,3195.88,0,270.31,11670.88,5292.73,6376.51,0,0,1873.21,13575.86,187.21,0,15155.65,1268.07,4652.42,80596.55,0,19206.48,0,0,89978.98,0,0,0,2444.07,2173.45,0,23341.58,34070.78,95.61,2250.06,19563.42,0,0,0,0
2019-01-03 11:00:00,0,3102.32,0,277.02,11401.37,5567.81,6089.02,0,0,1948.12,14348.02,191.67,0,14990.45,1285.11,4565.97,80740.9,0,19182.75,0,0,89556.27,0,0,0,2459.1,2140.39,0,23241.75,33802.25,94.58,2369.98,19484.39,0,0,0,0
2019-01-03 12:00:00,0,3002.35,0,285.78,11156.46,5938.23,5885.38,0,0,2031.21,15146.75,201.19,0,14604.96,1328.58,4479.74,80289.92,0,18984.87,0,0,89286.86,0,0,0,2455.4,2105.42,0,23146.69,33370.33,93.39,2484.01,19191.91,0,0,0,0
2019-01-03 13:00:00,0,2901.5,0,304.67,11034.65,6345.97,5789.45,0,0,2124.29,15849.19,211.95,0,14500.9,1387.13,4385.0,79511.56,0,19316.8,0,0,88161.22,0,0,0,2442.94,2137.08,0,23077.94,32805.5,91.66,2582.3,18737.16,0,0,0,0
2019-01-03 14:00:00,0,2822.11,0,314.29,10948.82,6594.91,5759.78,0,0,2193.3,16428.42,220.7,0,14437.82,1418.83,4300.1,78748.19,0,19371.33,0,0,86858.24,0,0,0,2436.61,2179.05,0,22874.83,32254.94,90.24,2667.8,18431.03,0,0,0,0
2019-01-03 15:00:00,0,2759.32,0,316.83,10878.75,6736.66,5755.86,0,0,2245.41,16711.21,226.79,0,14590.73,1444.65,4210.47,77943.4,0,19408.42,0,0,86553.82,0,0,0,2456.32,2209.71,0,22949.63,31646.63,88.74,2724.05,18213.73,0,0,0,0
2019-01-03 16:00:00,0,2706.09,0,314.15,10873.69,6768.36,5755.08,0,0,2272.29,16817.52,227.94,0,15195.31,1449.68,4128.05,76826.38,0,19730.94,0,0,87155.57,0,0,0,2470.93,2211.43,0,23068.36,31203.71,87.56,2758.18,18164.54,0,0,0,0
2019-01-03 17:00:00,0,2707.33,0,304.73,10950.03,6724.68,5891.48,0,0,2251.41,16486.9,223.96,0,15843.06,1432.81,4134.66,76631.42,0,20376.54,0,0,89326.66,0,0,0,2468.09,2236.64,0,23144.25,30993.78,86.31,2735.78,18184.43,0,0,0,0
2019-01-03 18:00:00,0,2789.01,0,286.75,10991.07,6329.58,5993.8,0,0,2161.04,15720.66,213.75,0,16174.45,1407.1,4228.37,76618.14,0,20920.36,0,0,91476.95,0,0,0,2473.29,2280.78,0,23110.37,31058.07,86.48,2636.68,18466.89,0,0,0,0
2019-01-03 19:00:00,0,2902.02,0,336.6,12111.69,7065.84,7043.91,0,0,2469.28,17183.61,260.47,0,17477.65,1634.36,4573.06,80175.19,0,21447.07,0,0,99330.09,0,0,0,2700.89,2537.28,0,24296.35,31535.13,88.43,3009.53,18483.43,0,0,0,0
2019-01-03 20:00:00,0,2980.64,0,319.03,12000.87,6782.37,6684.03,0,0,2286.28,15932.94,248.63,0,16618.55,1533.28,4471.12,79682.65,0,20846.35,0,0,96133.01,0,0,0,2687.51,2461.84,0,24567.39,32276.38,87.23,2811.65,18958.01,0,0,0,0
2019-01-03 21:00:00,0,3040.3,0,299.59,11850.01,6358.84,6363.38,0,0,2118.61,14807.9,233.58,0,15766.11,1437.45,4358.41,78860.27,0,20144.31,0,0,93002.78,0,0,0,2658.83,2360.75,0,24338.74,32952.06,86.03,2608.53,19223.35,0,0,0,0
2019-01-03 22:00:00,0,2953.06,0,279.49,11146.86,5837.76,6050.91,0,0,1967.81,13687.65,212.51,0,14915.63,1349.41,4246.55,76533.3,0,19031.84,0,0,89689.13,0,0,0,2518.49,2233.24,0,23058.95,32229.58,84.73,2403.04,18368.07,0,0,0,0
2019-01-03 23:00:00,0,2847.81,0,262.04,10478.69,5285.29,5770.23,0,0,1813.96,12542.47,193.93,0,14051.25,1256.0,4126.75,74155.97,0,17856.93,0,0,86341.34,0,0,0,2374.73,2100.48,0,21720.53,31074.45,83.58,2208.72,17559.02,0,0,0,0
2019-01-04 00:00:00,0,2715.18,0,244.81,9896.46,4746.5,5479.98,0,0,1672.65,11443.08,176.72,0,13199.88,1156.57,4002.77,71706.02,0,16729.73,0,0,83104.75,0,0,0,2214.85,2006.66,0,20393.9,29873.56,82.42,2006.09,16728.78,0,0,0,0
2019-01-04 01:00:00,0,2586.44,0,228.09,9397.39,4246.43,5204.85,0,0,1533.98,10355.08,161.57,0,12590.92,1051.46,3876.21,69219.06,0,15764.23,0,0,80015.23,0,0,0,2095.92,1920.0,0,19348.53,28694.6,81.12,1825.18,15998.47,0,0,0,0
2019-01-04 02:00:00,0,2509.64,0,212.97,9171.41,3897.75,5033.5,0,0,1417.17,9361.32,150.47,0,12354.69,989.52,3776.73,66764.15,0,15165.7,0,0,77406.26,0,0,0,2033.24,1903.06,0,18772.35,27687.73,80.06,1696.83,15330.11,0,0,0,0
2019-01-04 03:00:00,0,2514.17,0,206.21,9262.7,3759.87,5115.93,0,0,1389.04,9023.14,147.42,0,12360.85,1010.61,3776.48,65298.78,0,14883.15,0,0,76893.22,0,0,0,2044.72,1945.26,0,18821.75,27303.32,79.71,1647.53,15213.5,0,0,0,0
2019-01-04 04:00:00,0,2576.43,0,211.39,9498.46,3834.18,5345.98,0,0,1414.24,9176.32,151.65,0,12654.71,1040.91,3884.31,66500.49,0,15068.23,0,0,78752.72,0,0,0,2123.79,2001.02,0,19440.5,27482.62,80.21,1685.99,15448.45,0,0,0,0
2019-01-04 05:00:00,0,2634.75,0,219.41,10032.18,4002.46,5626.51,0,0,1453.46,9477.06,157.04,0,13016.94,1080.48,4004.88,68364.53,0,15628.09,0,0,81173.8,0,0,0,2191.69,2056.83,0,19944.81,28245.26,81.89,1738.63,15729.28,0,0,0,0
2019-01-04 06:00:00,0,2694.49,0,228.57,10558.92,4180.9,5879.14,0,0,1494.42,9819.88,164.09,0,13417.93,1124.06,4135.77,70140.55,0,16302.98,0,0,83564.5,0,0,0,2269.51,2093.65,0,20449.49,29102.29,83.44,1798.04,16091.11,0,0,0,0
2019-01-04 07:00:00,0,2756.17,0,236.09,11076.77,4364.83,6132.79,0,0,1544.4,10162.29,170.57,0,13810.03,1163.33,4246.38,71973.3,0,16977.13,0,0,86108.15,0,0,0,2342.88,2117.56,0,20893.4,29994.84,85.2,1856.55,16447.1,0,0,0,0
2019-01-04 08:00:00,0,2826.08,0,252.18,11656.56,4644.37,6379.43,0,0,1676.28,11002.61,177.06,0,15052.74,1218.73,4386.78,73728.29,0,18992.79,0,0,90618.56,0,0,0,2410.44,2158.32,0,21442.72,30905.53,87.48,1953.99,16806.31,0,0,0,0
2019-01-04 09:00:00,0,2922.22,0,266.57,12098.57,4899.56,6544.44,0,0,1785.66,12228.08,183.58,0,15142.98,1273.96,4526.52,77651.13,0,19334.01,0,0,91764.35,0,0,0,2437.56,2178.11,0,22397.7,32023.67,89.73,2065.44,17302.81,0,0,0,0
2019-01-04 10:00:00,0,2925.56,0,276.79,12152.19,5147.25,6559.69,0,0,1826.83,13282.8,186.26,0,15030.17,1319.21,4512.0,79442.69,0,19207.39,0,0,90415.19,0,0,0,2459.93,2172.22,0,23091.14,32742.24,90.77,2217.75,17667.69,0,0,0,0
2019-01-04 11:00:00,0,2785.65,0,277.06,12057.83,5380.43,6527.66,0,0,1914.21,14151.69,187.94,0,14797.56,1286.9,4481.69,78850.29,0,19065.31,0,0,89173.69,0,0,0,2477.25,2148.5,0,23351.03,32265.57,90.52,2334.26,17634.31,0,0,0,0
2019-01-04 12:00:00,0,2675.38,0,278.76,11966.56,5754.83,6429.82,0,0,2002.48,14927.0,199.81,0,14618.16,1291.47,4450.79,77945.78,0,18882.46,0,0,87830.75,0,0,0,2502.38,2150.35,0,23337.9,31588.34,89.55,2470.06,17647.96,0,0,0,0
2019-01-04 13:00:00,0,2568.9,0,281.4,11852.29,6015.53,6322.6,0,0,2086.1,15644.62,220.45,0,14499.65,1346.68,4430.74,77126.86,0,18848.27,0,0,86881.4,0,0,0,2503.25,2155.99,0,23380.69,30862.23,87.99,2542.32,17709.58,0,0,0,0
2019-01-04 14:00:00,0,2462.21,0,283.15,11762.82,6202.8,6233.36,0,0,2150.56,16093.17,218.74,0,14393.33,1359.38,4406.41,76343.87,0,18836.61,0,0,86353.33,0,0,0,2509.88,2162.53,0,23445.83,30093.36,86.46,2574.67,17692.97,0,0,0,0
2019-01-04 15:00:00,0,2376.72,0,285.8,11644.86,6251.03,6181.66,0,0,2180.56,16363.98,200.84,0,14490.31,1336.64,4373.07,75876.43,0,18929.46,0,0,86832.28,0,0,0,2518.33,2180.23,0,23611.24,29327.62,85.11,2534.2,17836.03,0,0,0,0
2019-01-04 16:00:00,0,2336.27,0,287.5,11591.41,6230.98,6165.84,0,0,2166.33,16303.24,197.25,0,14894.32,1308.52,4301.68,75154.52,0,19317.07,0,0,88059.34,0,0,0,2503.89,2203.43,0,23651.13,28681.04,83.57,2497.03,18095.52,0,0,0,0
2019-01-04 17:00:00,0,2358.08,0,287.0,11503.24,5977.02,6162.83,0,0,2134.58,15884.22,197.43,0,15401.93,1340.45,4262.46,75316.6,0,19929.01,0,0,90186.81,0,0,0,2489.26,2222.73,0,23639.15,28559.33,81.83,2488.33,18419.59,0,0,0,0
2019-01-04 18:00:00,0,2467.69,0,284.39,11428.98,5710.77,6157.67,0,0,2089.26,15336.12,198.9,0,15710.35,1362.75,4242.55,75340.56,0,20437.49,0,0,91812.03,0,0,0,2488.86,2276.68,0,23970.64,28841.47,82.43,2417.74,18767.27,0,0,0,0
2019-01-04 19:00:00,0,2473.3,0,297.98,11237.69,5797.74,6718.82,0,0,2253.44,15240.33,210.27,0,15659.6,1467.39,4114.67,75339.14,0,19488.73,0,0,91935.39,0,0,0,2611.47,2635.7,0,24464.1,28694.87,76.73,2523.12,18232.06,0,0,0,0
2019-01-04 20:00:00,0,2580.75,0,294.71,11303.48,5640.05,6445.29,0,0,2051.34,14057.35,207.73,0,14978.63,1422.96,4006.77,75312.41,0,18964.49,0,0,89713.08,0,0,0,2596.9,2579.79,0,25471.01,29353.05,76.11,2385.21,18612.26,0,0,0,0
