bus_4238,bus_5545,bus_2818,bus_7259,bus_9558,bus_15995,bus_11548,bus_13840,bus_14033,bus_13740,bus_13847,bus_18825,bus_19493,bus_19583,bus_23417,bus_20010,bus_21252,bus_21623,bus_23512,bus_23651,bus_23643,bus_29997,bus_25710,bus_25614,bus_27741,bus_27859,bus_29765,bus_30902,bus_32506,bus_32345,bus_42748,bus_40682,bus_38341,bus_51893,bus_48728,bus_40980,bus_46732,bus_44168,bus_44298,bus_44531,bus_46330,bus_44456,bus_56486,bus_67747,bus_58209,bus_59779,bus_60976,bus_61173,bus_54000
1242.0,2162.9,670.0,2311.0,614.0,1846.8,550.0,2277.0,980.8,2596.0,2621.8,1828.7,1959.4,1695.0,768.6,950.9,2440.6,2003.2,2666.7,1029.6,2410.2,1776.4,2320.0,1721.8,1637.2,2160.0,3494.01,1440.0,2441.0,1269.9,925.2,1217.0,1311.6,685.0,1286.0,2285.3,1138.3,679.5,2340.0,2449.8,2449.8,2018.6,1235.8,801.0,1267.7,1845.0,1035.9,1199.8,502.0
